,Te,Tint_moy,ΔT,Irr,Ptot
2023-02-07 03:00:00,1.59027777777777,19.958571428571428,18.368293650793657,-2.494834710743792,2756.0
2023-02-07 04:00:00,1.12583333333333,19.96857142857143,18.8427380952381,-2.3565197428833784,2795.0
2023-02-07 05:00:00,0.773611111111111,19.945714285714285,19.172103174603173,-2.5381657483930167,2796.0
2023-02-07 06:00:00,0.542777777777777,19.94142857142857,19.398650793650795,-2.605314508723595,2862.0
2023-02-07 07:00:00,0.552222222222222,19.888571428571428,19.336349206349205,-1.8993916437098244,2872.0
2023-02-07 08:00:00,0.394722222222222,19.935714285714287,19.540992063492066,-2.3467630853994423,3038.0
2023-02-07 09:00:00,0.208611111111111,19.91,19.70138888888889,8.123278236914599,3006.0
2023-02-07 10:00:00,1.24694444444444,19.914285714285715,18.667341269841273,113.11093893480168,3041.0
2023-02-07 11:00:00,2.50694444444444,19.914285714285715,17.407341269841275,292.590105601469,3066.0
2023-02-07 12:00:00,3.3125,19.935714285714287,16.623214285714287,366.7937901744711,3022.0
2023-02-07 13:00:00,4.17027777777777,19.93428571428572,15.764007936507952,322.7941345270889,2968.0
2023-02-07 14:00:00,4.87194444444444,19.95714285714286,15.085198412698418,162.3857897153347,2931.0
2023-02-07 15:00:00,5.55,19.937142857142856,14.387142857142855,119.16580578512396,2767.0
2023-02-07 16:00:00,5.92083333333333,19.947142857142858,14.026309523809527,248.49776170798867,2711.0
2023-02-07 17:00:00,5.96944444444444,19.95,13.98055555555556,34.48404499540858,2638.0
2023-02-07 18:00:00,5.36277777777777,19.942857142857143,14.580079365079374,10.847107438016527,2624.0
2023-02-07 19:00:00,3.72166666666666,19.92,16.19833333333334,-2.971476124885206,2641.0
2023-02-07 20:00:00,1.51944444444444,19.925714285714285,18.406269841269847,-2.708046372819091,2603.0
2023-02-07 21:00:00,1.31638888888888,19.91142857142857,18.59503968253969,-1.988349403122128,2684.0
2023-02-07 22:00:00,0.744722222222222,19.89428571428571,19.14956349206349,-1.864382460973368,2763.0
2023-02-07 23:00:00,0.0425,19.91857142857143,19.87607142857143,-1.9923668503213947,2780.0
2023-02-08 00:00:00,-0.516666666666666,19.95,20.466666666666665,-2.039141414141405,2903.0
2023-02-08 01:00:00,-1.1475,19.924285714285716,21.071785714285717,-1.6488751147842045,2885.0
2023-02-08 02:00:00,-1.43083333333333,19.914285714285715,21.345119047619043,-1.498220844811746,2957.0
2023-02-08 03:00:00,-1.71055555555555,19.92714285714285,21.637698412698402,-1.609561524334246,3005.0
2023-02-08 04:00:00,-2.01416666666666,19.897142857142857,21.911309523809518,-1.665231864095496,3053.0
2023-02-08 05:00:00,-2.33416666666666,19.91714285714286,22.25130952380952,-1.6629361799816322,3121.0
2023-02-08 06:00:00,-2.37694444444444,19.87142857142857,22.24837301587301,-1.61501377410468,3175.0
2023-02-08 07:00:00,-2.39638888888888,19.872857142857143,22.26924603174602,-1.5467171717171695,3216.56
2023-02-08 08:00:00,-2.71305555555555,19.885714285714283,22.59876984126983,-1.4732552800734606,3275.65
2023-02-08 09:00:00,-2.43166666666666,19.844285714285714,22.275952380952376,7.623106060606054,3257.0
2023-02-08 10:00:00,-0.422222222222222,19.842857142857145,20.265079365079366,107.00614095500414,3328.0
2023-02-08 11:00:00,1.34916666666666,19.841428571428573,18.49226190476191,374.87603305785126,3304.0
2023-02-08 12:00:00,3.07888888888888,19.842857142857145,16.763968253968265,373.27479338842977,3209.0
2023-02-08 13:00:00,4.14055555555555,19.860000000000003,15.719444444444452,339.50470615243285,3201.0
2023-02-08 14:00:00,4.98916666666666,19.87857142857143,14.889404761904771,188.4544306703389,3111.0
2023-02-08 15:00:00,5.67555555555555,19.88142857142857,14.20587301587302,135.11478420569318,3029.0
2023-02-08 16:00:00,5.97638888888888,19.925714285714285,13.949325396825405,266.9246441689618,2966.0
2023-02-08 17:00:00,5.85694444444444,19.925714285714285,14.068769841269845,33.558597337006404,2804.0
2023-02-08 18:00:00,4.9475,19.89,14.9425,10.413223140495765,2757.0
2023-02-08 19:00:00,2.26416666666666,19.90285714285714,17.63869047619048,-2.708620293847562,2743.0
2023-02-08 20:00:00,0.371388888888888,19.885714285714283,19.514325396825395,-3.116965105601467,2746.0
2023-02-08 21:00:00,-0.653333333333333,19.898571428571422,20.551904761904755,-2.436294765840217,2817.0
2023-02-08 22:00:00,-1.26555555555555,19.89428571428571,21.159841269841262,-2.0999770431588534,2856.0
2023-02-08 23:00:00,-1.7275,19.87142857142857,21.59892857142857,-1.8345385674931096,2913.29
2023-02-09 00:00:00,-2.12944444444444,19.907142857142865,22.036587301587304,-1.6947887970615183,2977.0
2023-02-09 01:00:00,-2.44194444444444,19.868571428571432,22.310515873015873,-1.5421258034894318,3009.0
2023-02-09 02:00:00,-2.78194444444444,19.865714285714287,22.647658730158728,-1.5659435261707957,3068.0
2023-02-09 03:00:00,-3.14916666666666,19.871428571428574,23.020595238095233,-1.5980831037649177,3199.0
2023-02-09 04:00:00,-3.40083333333333,19.89,23.29083333333333,-1.5263429752066116,3272.0
2023-02-09 05:00:00,-3.58055555555555,19.86428571428572,23.44484126984127,-1.5771349862258883,3263.0
2023-02-09 06:00:00,-3.5375,19.801428571428573,23.338928571428575,-1.4996556473829132,3306.0
2023-02-09 07:00:00,-2.85527777777777,19.78428571428572,22.639563492063488,-1.6953627180899895,3344.0
2023-02-09 08:00:00,-3.69277777777777,19.762857142857143,23.455634920634914,-2.2024219467401243,3394.0
2023-02-09 09:00:00,-3.49611111111111,19.735714285714284,23.231825396825393,11.375114784205682,3421.0
2023-02-09 10:00:00,-1.54666666666666,19.734285714285715,21.280952380952375,109.29665977961363,3480.0
2023-02-09 11:00:00,1.24694444444444,19.74,18.493055555555557,329.845615243342,3439.0
2023-02-09 12:00:00,3.24638888888888,19.707142857142856,16.460753968253975,321.60267447199175,3319.31
2023-02-09 13:00:00,4.78083333333333,19.77285714285714,14.992023809523811,295.0751836547283,3331.11
2023-02-09 14:00:00,5.59638888888888,19.805714285714284,14.209325396825404,201.96022727272728,3229.38
2023-02-09 15:00:00,6.23222222222222,19.79714285714286,13.56492063492064,171.44283746556405,3092.0
2023-02-09 16:00:00,6.76,19.88571428571429,13.12571428571429,173.85129706152378,3073.0
2023-02-09 17:00:00,6.63666666666666,19.914285714285715,13.277619047619055,73.32931588613398,2961.0
2023-02-09 18:00:00,5.55666666666666,19.9,14.343333333333337,23.54826675849401,2856.0
2023-02-09 19:00:00,1.9275,19.86714285714286,17.93964285714286,-3.110078053259866,2810.0
2023-02-09 20:00:00,0.78,19.92142857142857,19.14142857142857,-2.5255394857667564,2878.0
2023-02-09 21:00:00,0.715555555555555,19.89714285714286,19.181587301587307,-1.526056014692376,2822.4
2023-02-09 22:00:00,0.0177777777777777,19.857142857142858,19.83936507936508,-1.498794765840217,2842.0
2023-02-09 23:00:00,1.73083333333333,19.872857142857143,18.142023809523813,1.6290748393021073,2940.0
2023-02-10 00:00:00,2.95027777777777,19.89714285714286,16.94686507936509,1.4924816345270868,2933.0
2023-02-10 01:00:00,3.34194444444444,19.862857142857145,16.520912698412705,0.7957415059687779,2890.0
2023-02-10 02:00:00,3.6575,19.872857142857143,16.215357142857144,0.2436294765840216,2883.0
2023-02-10 03:00:00,3.38694444444444,19.865714285714287,16.478769841269845,-0.8307506887052336,2890.0
2023-02-10 04:00:00,3.65111111111111,19.87,16.21888888888889,-0.601469237832874,2892.0
2023-02-10 05:00:00,4.00777777777777,19.891428571428573,15.883650793650803,-0.3150826446280992,2865.0
2023-02-10 06:00:00,4.1325,19.854285714285712,15.721785714285712,-0.7730716253443523,2806.0
2023-02-10 07:00:00,4.17694444444444,19.865714285714287,15.688769841269846,-0.6301652892561984,2839.0
2023-02-10 08:00:00,4.38194444444444,19.89,15.508055555555561,-0.5638774104683192,2816.0
2023-02-10 09:00:00,4.47527777777777,19.860000000000003,15.384722222222234,8.074207988980714,2773.0
2023-02-10 10:00:00,4.91666666666666,19.837142857142855,14.920476190476194,34.48433195592283,3030.0
2023-02-10 11:00:00,5.86472222222222,19.947142857142858,14.082420634920638,120.86432506886985,2836.0
2023-02-10 12:00:00,7.14555555555555,19.91857142857143,12.77301587301588,216.21355601469213,2775.0
2023-02-10 13:00:00,8.26944444444444,19.954285714285717,11.684841269841277,228.95747245179032,2716.0
2023-02-10 14:00:00,8.945,19.958571428571428,11.013571428571428,129.36036501377376,2641.0
2023-02-10 15:00:00,9.69416666666666,19.987142857142857,10.292976190476196,180.6869834710744,2512.0
2023-02-10 16:00:00,9.70472222222222,19.99428571428572,10.2895634920635,112.71034205693284,2444.0
2023-02-10 17:00:00,9.29166666666666,20.0,10.70833333333334,58.55400596877862,2336.0
2023-02-10 18:00:00,8.85833333333333,20.02142857142857,11.163095238095238,16.218721303948556,2326.0
2023-02-10 19:00:00,6.72083333333333,20.0,13.27916666666667,-2.1074380165289157,2236.0
2023-02-10 20:00:00,4.51916666666666,20.002857142857145,15.483690476190485,-2.8165174471992565,2256.0
2023-02-10 21:00:00,3.86861111111111,19.98714285714286,16.11853174603175,-1.8646694214876036,2270.0
2023-02-10 22:00:00,4.38027777777777,19.981428571428573,15.601150793650802,-1.4594811753902583,2307.0
2023-02-10 23:00:00,4.64555555555555,20.005714285714287,15.360158730158737,-1.936409550045909,2350.63
2023-02-11 00:00:00,4.72027777777777,19.97714285714286,15.256865079365088,-1.2502869605142253,2366.0
2023-02-11 01:00:00,3.21,20.000000000000004,16.790000000000003,-2.495695592286498,2419.0
2023-02-11 02:00:00,2.455,19.99571428571429,17.540714285714287,-1.747015610651973,2449.0
2023-02-11 03:00:00,1.99277777777777,19.985714285714288,17.992936507936516,-1.6112832874196488,2513.0
2023-02-11 04:00:00,1.51694444444444,19.987142857142857,18.470198412698416,-1.3521579430670247,2539.0
2023-02-11 05:00:00,1.58833333333333,19.962857142857143,18.37452380952381,-0.7486799816345269,2542.0
2023-02-11 06:00:00,1.13166666666666,19.97,18.83833333333334,-1.4462809917355373,2674.0
2023-02-11 07:00:00,0.526666666666666,19.97714285714286,19.45047619047619,-1.7650941230486676,2696.0
2023-02-11 08:00:00,0.156944444444444,19.952857142857145,19.7959126984127,-1.3426882460973348,2705.0
2023-02-11 09:00:00,0.409444444444444,19.94428571428572,19.534841269841277,11.617022497704236,2764.0
2023-02-11 10:00:00,2.80444444444444,19.93428571428572,17.129841269841283,65.63820018365466,2791.0
2023-02-11 11:00:00,5.26388888888888,19.935714285714287,14.671825396825406,151.81272956841116,2804.0
